age,experience,education,city,salary,monthly_spending,credit_score
48,29,Bachelor,Bangalore,249294,146251,656
36,8,Bachelor,Mumbai,115222,40678,657
61,35,Bachelor,Pune,271525,91523,699
56,31,Bachelor,Bangalore,242662,107051,760
44,24,Bachelor,Delhi,208184,52823,663
27,0,Master,Mumbai,18000,9459,487
43,14,PhD,Jaipur,144567,71958,574
36,10,Bachelor,Jaipur,103141,60634,607
56,36,Bachelor,Jaipur,306949,186437,771
20,0,Master,Bangalore,45192,18904,620
62,43,Bachelor,Mumbai,351950,161844,770
30,1,Bachelor,Delhi,35186,24208,507
45,18,Master,Delhi,180223,99212,651
37,11,Bachelor,Delhi,136670,50287,571
45,20,Master,Mumbai,176919,109432,665
25,0,Master,Delhi,26409,9123,512
58,36,Bachelor,Bangalore,277173,159211,646
56,28,Bachelor,Jaipur,253585,66240,742
18,0,Master,Bangalore,74265,30049,540
20,1,Bachelor,Jaipur,26775,21322,556
30,5,Bachelor,Bangalore,56622,19220,614
45,16,Master,Mumbai,165321,66097,705
42,19,Bachelor,Mumbai,158191,53647,673
50,25,Bachelor,Delhi,227775,133702,679
55,27,Master,Mumbai,234980,124686,703
23,1,Bachelor,Pune,42640,18302,543
61,34,Master,Delhi,283119,122097,721
62,43,Master,Mumbai,341202,188092,770
49,26,Master,Mumbai,215805,82889,648
62,40,Bachelor,Jaipur,289654,112359,750
64,35,PhD,Pune,287179,143812,739
38,9,Bachelor,Pune,126095,50058,615
33,11,Master,Delhi,88868,24348,622
38,20,Bachelor,Pune,159513,44983,596
28,9,Bachelor,Pune,103902,30383,644
54,29,Bachelor,Bangalore,241078,127266,740
53,33,PhD,Jaipur,272167,117767,711
52,25,PhD,Mumbai,203010,92864,693
36,16,Bachelor,Jaipur,164436,66029,621
37,12,Bachelor,Jaipur,122203,44693,640
35,10,Master,Delhi,117954,42722,567
64,45,Bachelor,Bangalore,354304,188826,828
58,33,Bachelor,Jaipur,271132,125727,743
31,3,Master,Delhi,69402,41953,594
32,14,Bachelor,Bangalore,134797,70731,615
48,25,PhD,Jaipur,193647,83096,618
18,0,Bachelor,Bangalore,50310,26691,585
20,0,Bachelor,Delhi,47271,35871,494
33,8,Bachelor,Bangalore,61897,33872,625
40,11,Master,Mumbai,106686,25053,574
28,10,Bachelor,Bangalore,119635,63590,536
29,1,Master,Delhi,18596,9572,555
27,0,Bachelor,Bangalore,52653,28118,597
49,23,Master,Bangalore,196881,65169,626
33,5,Bachelor,Pune,94104,54327,638
25,0,Bachelor,Bangalore,37482,20215,576
55,33,Master,Bangalore,256168,86215,721
29,2,Bachelor,Pune,57121,36686,542
41,20,Bachelor,Delhi,175044,47835,635
45,17,Master,Bangalore,145837,37202,652
25,2,Bachelor,Delhi,83775,23272,593
45,16,Master,Jaipur,136933,31511,606
53,29,Bachelor,Delhi,206355,109204,662
43,21,Master,Bangalore,206725,52335,646
25,0,Bachelor,Pune,28746,9917,605
45,18,Bachelor,Bangalore,160048,50004,591
45,19,PhD,Delhi,165631,65802,690
54,34,Master,Bangalore,264455,74781,721
58,34,Bachelor,Bangalore,263507,129767,653
53,26,Bachelor,Pune,205547,62195,661
44,17,Master,Mumbai,158471,76398,659
34,6,Bachelor,Bangalore,74970,34445,652
26,4,Master,Bangalore,74955,22903,516
50,26,Master,Pune,226240,131779,567
37,18,Bachelor,Bangalore,146587,42309,587
30,9,Bachelor,Bangalore,100127,32540,640
45,26,Master,Mumbai,210232,44967,608
46,17,Bachelor,Delhi,143625,47646,694
30,6,Bachelor,Delhi,89341,34025,628
63,44,PhD,Delhi,340680,183304,777
52,24,Master,Bangalore,200886,72198,644
23,5,Master,Bangalore,56166,36362,577
35,9,Master,Mumbai,85580,34349,619
22,4,Master,Jaipur,91831,55451,588
64,39,Bachelor,Delhi,315511,100356,814
42,23,Bachelor,Pune,179133,56237,654
19,0,Bachelor,Bangalore,38817,9835,497
27,2,Bachelor,Mumbai,67430,22793,500
47,27,Master,Delhi,226512,93259,617
62,39,Bachelor,Bangalore,330110,186264,752
22,2,Bachelor,Mumbai,25857,5000,550
50,26,Bachelor,Jaipur,189130,84343,681
18,0,Bachelor,Bangalore,37907,28327,528
35,9,Bachelor,Jaipur,105147,60609,550
49,30,Bachelor,Mumbai,194407,59868,724
64,35,Bachelor,Pune,275146,111321,626
28,0,Bachelor,Bangalore,23870,10818,517
38,16,Bachelor,Pune,127120,61173,661
43,20,Master,Mumbai,161334,66299,613
42,21,Bachelor,Pune,191436,59892,670
39,18,Bachelor,Bangalore,146238,51262,607
44,23,Master,Pune,181753,82437,646
30,11,Bachelor,Mumbai,87217,49120,627
50,29,Master,Jaipur,257533,65970,643
51,23,Bachelor,Delhi,206519,91224,694
58,40,Bachelor,Pune,276614,117542,751
52,23,Master,Jaipur,185766,84889,715
18,0,Bachelor,Pune,41927,16913,558
38,20,Master,Bangalore,193220,98509,607
23,0,Bachelor,Bangalore,49112,20576,619
45,22,Master,Jaipur,185164,99361,620
34,16,Bachelor,Mumbai,117029,34083,620
22,0,Bachelor,Bangalore,49053,27139,588
48,21,Master,Pune,181046,66101,579
22,0,Bachelor,Pune,37032,9752,607
55,27,Bachelor,Mumbai,225338,73893,638
20,1,Master,Pune,21167,10617,536
40,21,Master,Pune,186963,103828,666
54,25,Bachelor,Delhi,217896,65450,673
54,33,Master,Jaipur,260113,133579,746
27,0,PhD,Delhi,45566,5000,485
27,7,Master,Mumbai,63390,28441,614
36,15,Bachelor,Delhi,136464,67198,657
34,5,Master,Delhi,74891,15734,616
38,14,Bachelor,Jaipur,108976,59309,556
31,3,PhD,Mumbai,59143,26413,506
26,8,Bachelor,Bangalore,101004,48938,576
63,40,Bachelor,Mumbai,311951,135851,695
18,0,Master,Bangalore,33488,13794,477
62,34,Bachelor,Bangalore,285435,160248,704
30,3,PhD,Mumbai,53682,22963,574
21,0,PhD,Mumbai,31033,5000,661
18,0,Master,Jaipur,18000,18957,571
57,38,Bachelor,Mumbai,300275,111933,810
49,30,Master,Bangalore,239477,96572,698
51,30,Bachelor,Mumbai,252986,74652,722
45,27,Bachelor,Pune,231451,99455,679
48,28,Master,Mumbai,242868,148076,797
25,0,Bachelor,Bangalore,29876,14044,522
56,32,Bachelor,Mumbai,228351,87660,688
43,19,PhD,Jaipur,181124,85982,676
51,23,Bachelor,Mumbai,206466,108449,673
20,0,Bachelor,Pune,25470,18132,533
29,10,PhD,Bangalore,112824,41453,638
18,0,Bachelor,Mumbai,18000,16972,548
61,38,Master,Pune,317953,154461,738
22,0,PhD,Mumbai,30995,5263,559
47,19,PhD,Jaipur,159566,36529,575
47,27,Master,Jaipur,214674,93240,621
34,16,Bachelor,Jaipur,142527,55081,673
64,35,Bachelor,Delhi,284319,91924,697
40,15,Master,Pune,143224,82370,619
32,3,Master,Bangalore,54055,8330,629
54,32,Bachelor,Jaipur,263003,128822,706
38,16,Bachelor,Bangalore,148124,52427,621
31,3,Bachelor,Pune,50286,17311,600
19,0,Bachelor,Bangalore,22527,11237,526
28,5,Master,Bangalore,80625,16181,623
56,36,Bachelor,Delhi,294864,129283,765
55,29,PhD,Pune,241857,71430,768
51,29,Master,Bangalore,252862,144575,667
55,35,Bachelor,Bangalore,250580,137687,779
51,23,Master,Pune,191534,69116,687
35,17,Bachelor,Bangalore,135655,47578,581
47,20,Master,Mumbai,212344,66081,546
32,3,Master,Bangalore,71198,38821,533
44,21,Master,Bangalore,182314,81253,666
51,32,Master,Bangalore,270274,95076,727
55,35,Bachelor,Delhi,296744,127437,722
50,32,Bachelor,Mumbai,274584,83106,707
41,15,Master,Mumbai,156825,77594,619
32,7,Bachelor,Pune,82561,27330,626
47,18,Bachelor,Delhi,157979,72737,582
59,40,Bachelor,Bangalore,300067,91928,760
34,5,Master,Jaipur,82036,26138,542
22,0,Bachelor,Delhi,33615,15076,513
46,21,Master,Bangalore,178222,109799,702
21,0,PhD,Pune,28440,11496,510
27,1,Bachelor,Jaipur,66752,26409,549
34,16,Bachelor,Pune,160290,54321,708
27,5,Bachelor,Pune,98455,56178,608
34,9,Master,Pune,108435,53664,576
37,9,Bachelor,Bangalore,102854,37084,580
41,22,Bachelor,Pune,188118,109147,610
22,1,Bachelor,Delhi,27195,14897,607
51,27,Master,Jaipur,207078,124839,725
23,3,Bachelor,Bangalore,63610,38775,592
19,0,Master,Bangalore,20479,11291,581
30,8,PhD,Mumbai,95171,23666,559
60,35,Bachelor,Pune,299232,73714,663
60,31,Master,Delhi,246518,114310,727
28,1,Bachelor,Jaipur,75657,38195,590
64,44,Master,Pune,328139,128825,834
40,19,Master,Mumbai,183352,74327,636
33,7,Master,Pune,93371,34477,571
48,24,Bachelor,Pune,222911,98311,660
28,10,Bachelor,Bangalore,87257,28431,626
33,4,Bachelor,Mumbai,102105,29889,558
25,4,Bachelor,Mumbai,60818,21276,567
21,0,Bachelor,Mumbai,45649,31975,583
57,31,Bachelor,Mumbai,276667,85303,679
21,0,Bachelor,Jaipur,26430,17899,605
42,16,Bachelor,Delhi,162385,73208,655
20,0,Master,Pune,23427,5000,475
49,26,Bachelor,Mumbai,239454,57568,659
20,0,Bachelor,Bangalore,23597,7202,469
44,22,Bachelor,Pune,190577,60401,652
46,24,Bachelor,Jaipur,208591,121865,650
49,30,PhD,Mumbai,256264,77415,733
36,11,Bachelor,Bangalore,144027,64406,569
38,13,Master,Bangalore,121720,28582,630
22,0,PhD,Delhi,53081,18125,572
35,17,Master,Mumbai,182553,75209,645
45,20,Master,Bangalore,179986,49288,695
59,37,Master,Bangalore,286748,116934,817
39,20,PhD,Pune,148549,43488,654
38,19,Master,Mumbai,195749,68132,661
23,0,Master,Bangalore,32833,10286,514
18,0,Master,Bangalore,18979,10801,509
22,0,Bachelor,Pune,18000,22295,591
58,40,Master,Jaipur,298951,136319,786
29,0,Bachelor,Bangalore,53295,28504,508
43,20,Bachelor,Pune,192368,52534,597
63,37,Bachelor,Mumbai,306781,130510,709
51,26,Bachelor,Bangalore,221485,112935,674
31,3,Bachelor,Mumbai,41317,13753,548
43,20,Bachelor,Bangalore,165550,93881,656
62,42,Master,Pune,312400,99942,796
44,19,Bachelor,Jaipur,179092,95032,663
26,0,Master,Delhi,22050,12415,571
43,25,Bachelor,Bangalore,198286,114603,576
64,35,Bachelor,Bangalore,281747,114049,660
39,13,Master,Delhi,103952,35864,583
64,41,Master,Mumbai,324201,114772,729
47,24,Bachelor,Mumbai,202892,84718,703
60,31,Master,Delhi,274263,169342,669
34,13,Master,Mumbai,114202,39278,641
43,25,Bachelor,Mumbai,189512,56984,643
53,26,Bachelor,Mumbai,214889,99437,631
18,0,PhD,Pune,18000,15476,503
25,6,Master,Bangalore,77087,31305,670
52,23,Bachelor,Jaipur,172600,83680,632
32,14,Master,Bangalore,122919,37147,647
64,45,Bachelor,Pune,335574,184791,712
39,21,Bachelor,Jaipur,189516,77902,711
31,13,Bachelor,Pune,112841,29687,628
43,17,Master,Bangalore,130958,66474,645
45,27,Master,Pune,219972,112594,701
40,19,Master,Mumbai,173298,70275,665
31,4,Bachelor,Mumbai,62431,40308,602
41,18,Bachelor,Bangalore,153330,58319,616
19,0,Bachelor,Bangalore,24426,21924,523
62,43,Master,Delhi,337194,192627,766
43,20,Bachelor,Jaipur,163158,43899,677
31,7,Bachelor,Pune,81072,26238,582
24,0,Master,Bangalore,48256,32914,580
20,0,Bachelor,Jaipur,18000,10865,574
64,45,PhD,Bangalore,348844,143263,766
40,21,Bachelor,Jaipur,154665,63366,585
63,36,Master,Bangalore,293918,130193,709
60,36,Bachelor,Delhi,274317,160013,799
64,35,PhD,Pune,299793,159721,738
62,44,Bachelor,Pune,319845,100345,744
35,10,Bachelor,Pune,114131,53534,610
55,27,Bachelor,Jaipur,246316,90912,712
52,32,Bachelor,Pune,243539,120439,684
32,4,Bachelor,Bangalore,54071,28305,619
42,19,PhD,Jaipur,155337,81222,664
54,28,Bachelor,Pune,226712,133434,646
45,22,Master,Bangalore,198261,44775,694
27,1,Master,Jaipur,36487,19129,538
56,32,Master,Mumbai,244185,91851,702
34,8,Bachelor,Pune,63718,21879,549
56,37,Bachelor,Jaipur,317529,83383,760
39,10,Master,Pune,134707,34671,594
43,18,PhD,Pune,171903,79565,666
61,36,Bachelor,Pune,277344,150403,707
42,23,Bachelor,Bangalore,206715,98172,638
34,5,Bachelor,Jaipur,88730,44725,545
30,9,PhD,Mumbai,94686,34997,610
37,9,Bachelor,Delhi,102620,42302,567
42,18,Bachelor,Mumbai,181476,96011,631
21,0,Master,Bangalore,18000,10827,529
27,6,Bachelor,Bangalore,92476,23611,597
20,0,Bachelor,Pune,30362,9915,480
58,35,Master,Bangalore,264811,77414,734
62,35,PhD,Bangalore,268045,125462,794
35,12,Bachelor,Delhi,107529,54531,659
64,37,Bachelor,Bangalore,279348,153823,710
53,33,Bachelor,Bangalore,292570,124268,734
64,38,Bachelor,Delhi,311368,163608,752
39,10,Master,Mumbai,125467,79218,658
51,24,Bachelor,Mumbai,214935,76412,569
64,36,Bachelor,Delhi,291918,117404,774
25,6,Bachelor,Bangalore,77621,48818,569
57,34,Master,Delhi,268537,93590,690
61,32,Bachelor,Pune,258763,147707,679
36,12,Master,Pune,99878,57602,558
59,30,Bachelor,Bangalore,265727,133202,675
58,32,Master,Jaipur,234801,128148,666
54,34,Master,Bangalore,257120,130792,727
23,0,Bachelor,Bangalore,66680,26586,573
43,23,Bachelor,Jaipur,198042,62800,654
51,27,Bachelor,Mumbai,228665,63287,744
62,41,Bachelor,Jaipur,332060,119298,733
23,0,Bachelor,Delhi,18000,12032,537
54,30,Bachelor,Bangalore,226093,56420,681
50,28,Bachelor,Delhi,225326,65236,713
39,15,Master,Pune,128449,41711,652
38,18,Bachelor,Bangalore,159875,80514,659
23,0,Master,Pune,43783,34268,545
23,4,Bachelor,Mumbai,83337,54250,516
21,0,Master,Mumbai,47666,17782,537
47,28,Master,Delhi,215585,119880,749
28,8,Bachelor,Mumbai,85375,33539,630
47,24,Master,Jaipur,194795,88179,681
48,26,Bachelor,Mumbai,202751,89852,664
41,16,Bachelor,Pune,130837,29107,629
26,0,PhD,Pune,62964,30495,534
20,0,Bachelor,Mumbai,35159,17475,597
48,28,Bachelor,Bangalore,227636,100523,656
57,28,Master,Delhi,242763,117861,726
54,27,Master,Delhi,235506,81488,663
53,33,Master,Delhi,282782,88756,767
41,21,Bachelor,Bangalore,170845,87518,672
48,25,Master,Bangalore,217540,58534,645
23,5,Bachelor,Bangalore,55332,26140,562
19,0,Master,Bangalore,31647,10763,578
37,8,PhD,Mumbai,96351,47874,570
45,27,Master,Pune,225317,109381,685
28,6,Master,Pune,79654,30124,559
21,0,Bachelor,Delhi,47527,15860,620
32,7,Master,Mumbai,77545,32485,662
23,2,Master,Pune,52225,24481,618
47,25,Bachelor,Mumbai,199616,97278,670
55,34,Master,Pune,317311,183996,703
19,0,Bachelor,Mumbai,20807,5000,518
32,3,Master,Mumbai,49990,13267,626
28,7,Master,Delhi,97739,50890,622
25,0,Master,Mumbai,31058,11155,589
43,18,Bachelor,Bangalore,176745,42800,630
62,43,Master,Bangalore,337795,146270,694
61,43,Bachelor,Pune,328952,88162,703
22,2,PhD,Jaipur,37708,17897,562
23,0,Bachelor,Bangalore,24667,15368,529
43,22,Bachelor,Pune,183615,91299,634
21,0,Master,Mumbai,32884,10349,563
36,14,Bachelor,Bangalore,121521,57031,660
37,18,Master,Pune,158861,100745,611
50,29,Master,Mumbai,222088,92290,642
37,18,Master,Bangalore,171838,61905,612
29,10,Master,Delhi,118710,59498,558
64,43,Bachelor,Bangalore,325935,162905,788
18,0,Bachelor,Jaipur,22597,12014,549
43,19,Bachelor,Jaipur,172668,95952,720
31,4,Bachelor,Pune,85480,33324,599
55,35,Bachelor,Pune,302299,119445,797
54,34,Master,Bangalore,251958,128357,663
28,1,Master,Bangalore,60594,23737,424
53,30,Bachelor,Delhi,245576,133221,709
30,1,Master,Bangalore,45867,24636,559
60,40,PhD,Bangalore,322570,85996,745
20,1,Master,Jaipur,34285,20974,558
50,25,Master,Bangalore,228950,89008,630
23,1,Bachelor,Bangalore,64359,20294,577
27,9,Bachelor,Bangalore,118919,58746,624
22,2,Bachelor,Bangalore,21341,6539,512
40,13,Bachelor,Pune,126055,66832,600
27,2,PhD,Mumbai,22471,9172,548
61,40,Master,Bangalore,304020,153117,723
19,0,Bachelor,Pune,18000,6367,503
