age,experience,education,city,salary,monthly_spending,credit_score
48,28,Bachelor,Bangalore,227520,130182,698
46,18,Bachelor,Bangalore,178497,66241,614
28,20,Master,Delhi,156929,30617,605
41,20,Master,Jaipur,192645,90084,621
47,19,Bachelor,Pune,152707,41572,585
57,36,Master,Bangalore,303844,130592,750
19,0,Bachelor,Delhi,35170,22751,567
25,0,Bachelor,Jaipur,30936,19166,577
21,0,Bachelor,Pune,24568,10235,497
21,0,Bachelor,Bangalore,30484,8531,531
57,28,Bachelor,Bangalore,228608,117772,667
31,16,Master,Mumbai,124696,75752,652
35,16,Master,Jaipur,149050,82437,606
42,18,PhD,Delhi,187915,49745,690
49,18,Bachelor,Pune,206517,131649,702
61,38,Bachelor,Mumbai,263731,71056,729
31,3,Bachelor,Delhi,62962,40197,529
33,19,Master,Pune,126100,72722,619
50,32,Bachelor,Delhi,269906,130150,652
58,31,Master,Pune,257540,112480,713
47,19,Master,Pune,127108,74701,656
58,34,Master,Mumbai,242662,124083,698
47,20,Bachelor,Pune,227681,68668,636
43,14,Bachelor,Jaipur,147575,94948,609
48,9,Bachelor,Mumbai,112742,40176,574
57,32,Bachelor,Pune,257583,97475,616
23,4,Master,Pune,36167,12466,565
62,41,Bachelor,Mumbai,317907,176091,729
56,27,Master,Pune,255395,93577,634
38,16,Bachelor,Delhi,128369,66098,606
52,30,PhD,Pune,241778,87546,695
50,35,PhD,Pune,296802,144890,828
50,29,Bachelor,Mumbai,252020,77462,662
32,13,Master,Bangalore,118931,51395,670
54,31,Bachelor,Mumbai,229349,120596,724
20,0,Master,Mumbai,30145,20207,574
46,26,Master,Pune,215149,70680,657
42,18,Master,Delhi,103037,36669,640
37,12,Master,Delhi,136466,31322,545
35,17,Bachelor,Delhi,199700,93249,572
38,16,Master,Pune,151014,71972,589
43,21,Master,Pune,206817,63219,638
18,0,Bachelor,Delhi,18000,5000,488
41,4,Bachelor,Mumbai,83471,23256,613
22,0,Master,Mumbai,38648,22146,567
37,4,Master,Mumbai,48287,18306,586
30,11,Bachelor,Delhi,103740,26413,596
45,24,Master,Bangalore,251100,83005,661
49,25,Master,Mumbai,193854,42785,641
24,0,Bachelor,Bangalore,25906,8432,563
51,23,Bachelor,Pune,192400,34716,633
48,29,Master,Mumbai,212387,110036,616
22,2,Master,Mumbai,92508,45476,576
18,0,Master,Pune,18000,5000,450
43,19,Bachelor,Jaipur,201061,82372,706
42,18,Master,Delhi,192830,51590,755
48,26,Master,Mumbai,229592,133273,711
20,0,Master,Jaipur,42152,20994,516
50,23,Bachelor,Pune,201237,74297,740
64,41,Master,Delhi,326513,143812,798
36,10,Bachelor,Bangalore,139943,42303,609
20,0,Bachelor,Pune,65822,38893,623
27,4,Master,Pune,53931,23325,621
43,12,Master,Bangalore,82952,18900,636
64,44,Bachelor,Mumbai,323244,184800,821
20,0,Master,Bangalore,39640,23489,502
52,17,Bachelor,Mumbai,153077,88730,645
32,15,Bachelor,Bangalore,165078,93166,672
57,36,Bachelor,Bangalore,291695,127338,711
22,0,Bachelor,Jaipur,31757,17114,608
41,23,Master,Mumbai,225325,81444,690
37,21,Master,Jaipur,198104,49975,657
62,39,Master,Mumbai,312765,149995,701
50,19,Bachelor,Bangalore,154884,88200,665
36,16,Bachelor,Mumbai,139908,55360,661
29,5,Bachelor,Mumbai,69223,14391,550
62,40,Master,Bangalore,286959,90716,729
62,38,Bachelor,Jaipur,320035,150286,752
21,1,Bachelor,Mumbai,47491,34063,543
45,23,Master,Delhi,190002,84875,651
30,17,Master,Mumbai,178550,49516,657
28,0,Bachelor,Mumbai,67907,12782,607
37,13,Bachelor,Bangalore,137344,68058,583
53,30,Master,Jaipur,206629,82198,740
62,41,Bachelor,Pune,303982,145810,782
53,33,Bachelor,Bangalore,268290,109462,676
19,0,Master,Bangalore,28448,15902,496
52,36,Bachelor,Mumbai,284639,119435,728
64,40,Bachelor,Jaipur,317521,126813,720
41,25,Bachelor,Jaipur,251305,108937,654
64,44,Bachelor,Delhi,335281,124689,825
56,40,Bachelor,Jaipur,286177,158775,745
54,22,Bachelor,Delhi,240079,112991,664
52,25,Master,Pune,191758,66897,578
54,35,Bachelor,Mumbai,265882,119570,706
47,20,Master,Bangalore,151905,86679,651
64,42,PhD,Bangalore,317492,173211,786
53,34,Bachelor,Pune,255585,101636,703
22,0,Bachelor,Bangalore,55758,28079,509
20,2,Master,Jaipur,50320,16943,562
20,2,PhD,Jaipur,47249,43961,577
61,38,Master,Pune,314247,155253,759
47,23,Bachelor,Delhi,248019,75786,661
42,20,Bachelor,Pune,162473,73508,645
20,0,Bachelor,Bangalore,24195,5178,542
50,28,Master,Pune,247222,54325,616
64,39,Master,Bangalore,318158,129680,741
30,10,Bachelor,Pune,112907,34604,565
46,16,Bachelor,Bangalore,164083,125797,705
53,29,Bachelor,Bangalore,182590,45270,727
28,1,Master,Bangalore,53212,14852,526
41,12,Bachelor,Jaipur,101439,29497,643
38,13,Master,Bangalore,148155,54417,610
49,29,Master,Pune,228986,93676,652
27,7,Master,Mumbai,102798,50786,616
42,23,Bachelor,Pune,219225,106971,659
61,38,Master,Mumbai,309779,139548,740
28,9,Master,Bangalore,190849,60206,615
33,7,Bachelor,Mumbai,142852,38768,580
20,0,Bachelor,Mumbai,18000,11147,652
35,3,Master,Delhi,88838,26145,646
37,9,Bachelor,Mumbai,101392,59178,600
32,8,Bachelor,Pune,61885,35990,529
33,15,Bachelor,Pune,146196,71712,625
58,38,Bachelor,Bangalore,304012,153219,760
33,3,Bachelor,Mumbai,77468,44743,640
25,0,Master,Bangalore,50410,23140,501
48,14,Bachelor,Pune,112528,79267,710
22,0,Master,Delhi,41239,47321,543
33,19,Bachelor,Bangalore,148381,75013,574
39,5,Bachelor,Bangalore,58429,44696,593
36,8,Bachelor,Mumbai,91344,45072,653
18,0,Master,Pune,18000,5000,500
46,21,PhD,Delhi,165119,61067,703
28,4,Bachelor,Jaipur,80967,69064,581
56,36,Bachelor,Jaipur,286213,119146,708
37,18,Bachelor,Pune,169260,72082,588
25,14,Bachelor,Bangalore,117717,31230,685
46,26,Master,Mumbai,206811,75757,662
21,0,Bachelor,Mumbai,40210,47089,563
18,0,PhD,Mumbai,31044,18950,489
51,24,Master,Pune,160705,59646,665
19,0,Bachelor,Bangalore,18101,7564,523
22,2,Master,Bangalore,40394,44769,513
23,2,Bachelor,Bangalore,102572,44874,607
42,13,Master,Bangalore,113991,26180,563
48,18,Bachelor,Jaipur,181677,41939,657
33,18,Master,Bangalore,162609,91875,606
43,14,Bachelor,Mumbai,120159,44710,588
22,0,Bachelor,Jaipur,18000,5717,559
20,0,Master,Pune,33434,10820,534
52,31,Bachelor,Mumbai,207841,81296,618
64,41,Bachelor,Delhi,311995,119678,695
60,43,Master,Pune,323225,121082,669
37,12,Bachelor,Pune,101892,48053,637
47,21,Master,Delhi,155082,78744,657
55,34,Master,Delhi,241722,66561,672
24,4,Master,Delhi,75888,54721,608
45,28,Bachelor,Jaipur,237322,94456,738
43,18,Bachelor,Pune,137255,73636,701
41,24,PhD,Delhi,137432,56945,658
29,19,Bachelor,Mumbai,158468,52125,643
18,0,Bachelor,Mumbai,23152,8330,489
60,40,Bachelor,Delhi,319805,133527,733
27,0,Bachelor,Delhi,37514,13977,527
20,0,Master,Jaipur,35794,38747,528
46,25,Master,Pune,197941,95146,703
47,22,Master,Mumbai,181488,40990,616
30,2,Master,Pune,66275,54256,546
46,17,Bachelor,Mumbai,151057,44983,663
29,12,Bachelor,Delhi,111060,31517,561
45,27,Bachelor,Delhi,227592,138457,738
36,11,Master,Pune,128138,33521,666
48,25,Bachelor,Mumbai,228855,129753,687
40,25,Master,Pune,227701,81463,664
45,23,Bachelor,Bangalore,155446,31228,613
25,0,Master,Bangalore,57024,23660,575
22,0,Master,Jaipur,46101,28434,529
44,32,Master,Pune,248649,83742,687
43,19,Bachelor,Jaipur,165500,34306,594
39,15,PhD,Bangalore,119586,45528,627
55,31,Bachelor,Delhi,260359,94047,715
48,28,Bachelor,Mumbai,250921,113479,681
45,27,Bachelor,Delhi,204029,67902,685
49,20,Bachelor,Mumbai,181101,70602,556
38,14,Bachelor,Delhi,124912,83731,572
27,0,Bachelor,Jaipur,28544,11121,522
58,36,Bachelor,Mumbai,292320,118277,761
41,13,Master,Bangalore,76376,29639,655
64,43,Master,Bangalore,328857,131760,794
19,0,Master,Delhi,37673,21504,536
51,28,Master,Mumbai,206457,126979,669
54,18,Bachelor,Mumbai,206554,114820,654
51,29,Master,Mumbai,225218,101643,654
30,15,Bachelor,Pune,160122,44983,588
30,11,Bachelor,Delhi,80812,42858,649
40,22,Bachelor,Delhi,179813,65777,608
56,30,Master,Delhi,253429,101065,646
30,16,Bachelor,Delhi,145825,34440,642
39,33,Master,Jaipur,259187,94975,751
19,0,Bachelor,Mumbai,43146,17121,481
34,19,Bachelor,Jaipur,180411,50006,610
31,10,Bachelor,Bangalore,153075,82376,640
21,0,Bachelor,Mumbai,31551,8445,525
47,17,Bachelor,Delhi,124565,51332,660
57,35,Master,Pune,283805,103365,670
32,12,Bachelor,Pune,126062,17474,574
59,35,Bachelor,Mumbai,251118,159290,717
48,26,Master,Pune,206447,66247,756
56,35,Bachelor,Jaipur,294671,101787,765
27,5,Bachelor,Pune,45902,9234,595
27,0,Bachelor,Bangalore,43738,56391,620
37,14,Bachelor,Mumbai,159910,88116,614
42,20,Bachelor,Pune,193299,72706,646
61,40,Master,Bangalore,320559,184118,733
62,40,Bachelor,Mumbai,348524,147099,722
49,27,Master,Mumbai,268990,92841,713
58,36,Bachelor,Bangalore,273913,145843,770
51,28,Master,Mumbai,240785,93709,709
42,14,Master,Mumbai,102982,30513,630
41,19,Bachelor,Delhi,183505,56183,707
37,11,Bachelor,Pune,130132,21104,574
56,25,Bachelor,Bangalore,243476,131771,661
46,28,PhD,Jaipur,217429,107650,654
33,5,PhD,Mumbai,88550,63607,588
22,0,Bachelor,Bangalore,33680,40604,565
34,16,Master,Delhi,136119,45371,583
61,27,Bachelor,Bangalore,252843,92878,664
62,38,Bachelor,Delhi,285434,121773,744
33,2,Master,Delhi,47500,45029,585
49,24,Bachelor,Jaipur,185431,113685,661
33,17,Bachelor,Jaipur,124259,37852,629
42,19,Master,Bangalore,231957,95873,547
47,24,Bachelor,Delhi,200229,85995,663
41,20,Master,Pune,159542,42765,766
29,6,Bachelor,Mumbai,50200,27129,556
33,17,Bachelor,Mumbai,160383,75753,559
63,37,Bachelor,Bangalore,322580,168954,758
27,4,PhD,Bangalore,59494,28548,575
18,0,Bachelor,Bangalore,28602,10282,514
47,19,Bachelor,Bangalore,100140,54921,666
38,7,Master,Bangalore,101892,20292,559
28,10,PhD,Jaipur,91649,30724,695
47,26,Master,Mumbai,200612,66869,569
56,34,Master,Delhi,267943,109382,736
20,0,Bachelor,Delhi,22053,23977,572
18,0,Master,Delhi,18000,5000,448
64,42,Master,Pune,333568,140923,787
34,10,Master,Jaipur,126055,22776,680
45,28,Master,Delhi,193137,56198,619
45,23,Bachelor,Delhi,180590,49011,595
41,15,Bachelor,Jaipur,117921,85250,626
59,34,Master,Mumbai,277332,117091,636
61,36,Bachelor,Mumbai,306015,117929,716
26,10,Bachelor,Jaipur,115002,52716,673
58,37,Bachelor,Pune,263477,94712,680
53,30,Master,Delhi,205655,81260,619
41,7,Master,Bangalore,115663,54653,695
54,29,Master,Bangalore,258740,73642,644
47,11,Master,Mumbai,123301,30979,620
24,2,Master,Bangalore,59139,53661,582
28,3,Master,Jaipur,45827,28245,611
64,43,Bachelor,Bangalore,335337,148009,777
48,24,Master,Delhi,234584,77484,707
50,27,Bachelor,Bangalore,212382,138005,647
46,19,Bachelor,Jaipur,226167,107612,620
50,27,Bachelor,Pune,212362,102065,699
45,21,Master,Bangalore,197992,83675,659
30,17,Master,Bangalore,113634,55475,617
63,38,PhD,Mumbai,285417,100889,738
21,0,PhD,Jaipur,20982,11122,525
20,1,Master,Jaipur,33067,24119,539
62,40,Bachelor,Pune,303898,114321,766
37,13,Master,Pune,165294,46532,623
56,35,Master,Bangalore,276486,109871,639
24,2,Master,Mumbai,55906,27234,624
23,0,Bachelor,Mumbai,45953,14852,621
55,33,Bachelor,Bangalore,300271,92775,704
48,19,PhD,Mumbai,183905,47272,676
57,34,Bachelor,Jaipur,229283,74301,726
42,3,Bachelor,Bangalore,112349,47339,559
56,30,Bachelor,Bangalore,227998,100351,760
62,40,Bachelor,Bangalore,319925,163693,701
52,25,Bachelor,Bangalore,219496,82669,694
43,3,PhD,Bangalore,75257,47589,611
40,25,Master,Mumbai,214960,93344,711
48,19,Master,Bangalore,93856,34442,675
35,17,Bachelor,Delhi,154940,89897,622
49,28,Bachelor,Jaipur,266036,68118,659
54,36,Bachelor,Jaipur,291808,119216,750
55,30,Bachelor,Mumbai,252006,129237,765
53,30,Bachelor,Bangalore,242157,110947,689
45,16,Master,Bangalore,189502,46936,612
43,30,PhD,Bangalore,226501,74422,659
62,29,Bachelor,Jaipur,225140,154240,721
23,1,Bachelor,Jaipur,49767,34611,657
48,21,Bachelor,Pune,211110,66816,607
19,0,Bachelor,Pune,18000,5000,515
22,0,Bachelor,Mumbai,18000,6509,497
62,36,Bachelor,Pune,304513,132677,721
27,3,Bachelor,Jaipur,51757,28118,574
25,7,Bachelor,Bangalore,99524,31269,605
40,12,Master,Pune,122915,36416,574
20,0,Bachelor,Pune,31720,10591,645
55,36,Bachelor,Bangalore,300476,169948,695
18,0,Bachelor,Pune,18000,7130,503
60,37,Bachelor,Jaipur,311328,114791,686
62,39,Master,Bangalore,300084,119132,711
29,0,Master,Mumbai,33492,15487,544
58,35,Master,Pune,284170,103395,708
48,27,Master,Bangalore,225075,113984,683
54,28,Bachelor,Bangalore,181159,82343,709
51,29,Bachelor,Bangalore,228023,73697,707
49,22,Bachelor,Bangalore,226156,67148,629
62,41,Bachelor,Pune,317597,148512,759
18,0,Master,Delhi,18000,5000,488
58,33,Bachelor,Delhi,242561,108627,694
39,14,Bachelor,Jaipur,202735,29366,605
42,14,Bachelor,Pune,161591,82721,626
37,13,Bachelor,Delhi,121832,48134,612
45,26,PhD,Mumbai,180411,49223,585
54,32,Bachelor,Bangalore,270550,78375,765
30,8,Bachelor,Pune,122754,29417,577
45,34,Bachelor,Mumbai,274113,146252,758
48,19,Master,Delhi,201465,44823,711
45,6,Bachelor,Pune,82548,51418,590
53,25,Master,Bangalore,177029,71741,669
35,19,Bachelor,Jaipur,136688,63550,647
20,0,Bachelor,Bangalore,23450,28448,550
19,0,Master,Jaipur,18000,7095,529
26,4,Bachelor,Delhi,98159,30770,572
42,21,Bachelor,Delhi,184418,93915,636
22,6,Master,Delhi,61857,21796,585
43,17,Bachelor,Bangalore,157083,60856,647
18,0,Bachelor,Mumbai,24723,14879,494
33,5,Master,Delhi,128915,36546,632
30,4,Bachelor,Delhi,64482,56051,517
22,0,Bachelor,Bangalore,18607,6583,475
28,0,Bachelor,Bangalore,31045,28388,574
45,16,Master,Pune,99818,25156,622
55,35,Bachelor,Pune,286262,104143,711
36,11,Bachelor,Mumbai,183864,30779,602
59,29,Master,Delhi,227681,82370,678
20,0,Master,Delhi,44971,25625,523
43,15,PhD,Delhi,128203,102152,640
23,1,Bachelor,Bangalore,33490,9905,523
33,16,Bachelor,Pune,160107,74284,581
32,10,Bachelor,Pune,87238,32495,627
35,14,Master,Bangalore,181586,64766,679
51,19,Bachelor,Bangalore,141601,40948,602
40,20,Bachelor,Pune,209956,88207,628
18,0,Bachelor,Bangalore,21654,10367,601
59,38,Master,Mumbai,280862,109286,722
28,7,Master,Bangalore,99880,23329,654
43,10,Bachelor,Bangalore,113586,52827,660
35,17,PhD,Bangalore,158154,32902,569
58,38,PhD,Mumbai,304009,166003,771
52,24,Bachelor,Mumbai,253506,113977,657
29,7,Bachelor,Pune,52744,36943,562
48,21,Master,Bangalore,180645,54323,646
63,44,Bachelor,Jaipur,339299,168029,812
58,31,Bachelor,Mumbai,252469,62026,734
64,43,Bachelor,Delhi,302867,147171,725
29,10,PhD,Mumbai,115233,34577,577
43,18,Bachelor,Delhi,125590,45747,655
39,6,Master,Jaipur,122377,12282,574
30,8,Bachelor,Pune,113924,70802,575
51,28,Bachelor,Delhi,183775,119665,619
49,27,Master,Bangalore,228336,80438,709
20,0,Bachelor,Mumbai,28529,9912,559
57,32,Bachelor,Pune,278776,119127,665
